# submitted_item	validated_id	current_symbol
FBgn0015371	FBgn0015371	chn
FBgn0015372	FBgn0015372	RabX1
FBgn0015379	FBgn0015379	dod
FBgn0015380	FBgn0015380	drl
FBgn0015393	FBgn0286786	hoip
FBgn0015399	FBgn0015399	kek1
FBgn0015400	FBgn0015400	kek2
FBgn0015402	FBgn0015402	ksr
FBgn0015477	FBgn0015477	Rme-8
FBgn0015509	FBgn0015509	Cul1
FBgn0015513	FBgn0015513	mbc
FBgn0015519	FBgn0015519	nAChRalpha3
FBgn0015520	FBgn0015520	nonA-l
FBgn0015521	FBgn0015521	RpS21
FBgn0015522	FBgn0015522	olf186-M
FBgn0015524	FBgn0015524	otp
FBgn0015541	FBgn0039647	jus
FBgn0015541	FBgn0285963	CG46339
FBgn0015544	FBgn0015544	spag
FBgn0015546	FBgn0015546	spel1
FBgn0015558	FBgn0015558	tty
FBgn0015568	FBgn0015568	alpha-Est1
FBgn0015569	FBgn0015569	alpha-Est10
FBgn0015575	FBgn0015575	alpha-Est7
FBgn0015576	FBgn0015576	alpha-Est8
FBgn0015577	FBgn0015577	alpha-Est9
FBgn0015589	FBgn0015589	Apc
FBgn0015591	FBgn0015591	AstA
FBgn0015600	FBgn0015600	toc
FBgn0015602	FBgn0015602	BEAF-32
FBgn0015609	FBgn0015609	CadN
FBgn0015614	FBgn0015614	CanB2
FBgn0015615	FBgn0015615	SMC3
FBgn0015621	FBgn0015621	Clp
FBgn0015622	FBgn0015622	Cnx99A
FBgn0015623	FBgn0015623	Cpr
FBgn0015664	FBgn0015664	Dref
FBgn0015721	FBgn0015721	ktub
FBgn0015737	FBgn0015737	Hmu
FBgn0015754	FBgn0015754	Lis-1
FBgn0015756	FBgn0015756	RpL9
FBgn0015765	FBgn0015765	p38a
FBgn0015766	FBgn0015766	Msr-110
FBgn0015772	FBgn0015772	Nak
FBgn0015774	FBgn0015774	NetB
FBgn0015776	FBgn0015776	nrv1
FBgn0015777	FBgn0015777	nrv2
FBgn0015778	FBgn0015778	rin
FBgn0015781	FBgn0015781	P5cr
FBgn0015789	FBgn0015789	Rab10
FBgn0015790	FBgn0015790	Rab11
FBgn0015791	FBgn0015791	Rab14
FBgn0015793	FBgn0015793	Rab19
FBgn0015794	FBgn0015794	Rab18
FBgn0015795	FBgn0015795	Rab7
FBgn0015797	FBgn0015797	Rab6
FBgn0015799	FBgn0015799	Rbf
FBgn0015801	FBgn0015801	Reg-5
FBgn0015803	FBgn0015803	RtGEF
FBgn0015805	FBgn0015805	HDAC1
FBgn0015808	FBgn0015808	ScpX
FBgn0015818	FBgn0015818	Spx
FBgn0015828	FBgn0015828	TfIIEalpha
FBgn0015829	FBgn0015829	TfIIEbeta
FBgn0015834	FBgn0015834	eIF3i
FBgn0015838	FBgn0015838	Vang
FBgn0015872	FBgn0015872	Drip
FBgn0015903	FBgn0015903	apt
FBgn0015919	FBgn0015919	caup
FBgn0015924	FBgn0015924	crq
FBgn0015949	FBgn0015949	hrg
FBgn0016013	FBgn0016013	Faa
FBgn0016031	FBgn0016031	lama
FBgn0016032	FBgn0016032	lbm
FBgn0016038	FBgn0016038	Vsp37A
FBgn0016041	FBgn0016041	Tom40
FBgn0016059	FBgn0016059	Sema1b
FBgn0016061	FBgn0016061	side
FBgn0016070	FBgn0016070	smg
FBgn0016075	FBgn0016075	vkg
FBgn0016076	FBgn0016076	vri
FBgn0016078	FBgn0016078	wun
FBgn0016081	FBgn0016081	fry
FBgn0016119	FBgn0016119	ATPsynCF6
FBgn0016120	FBgn0016120	ATPsynD
FBgn0016122	FBgn0016122	Acer
FBgn0016123	FBgn0016123	Alp4
FBgn0016126	FBgn0016126	CaMKI
FBgn0016131	FBgn0016131	Cdk4
FBgn0016641	FBgn0016641	PTP-ER
FBgn0016650	FBgn0016650	Lgr1
FBgn0016672	FBgn0016672	Ipp
FBgn0016685	FBgn0016685	Nlp
FBgn0016687	FBgn0016687	Nurf-38
FBgn0016691	FBgn0016691	ATPsynO
FBgn0016693	FBgn0016693	Past1
FBgn0016694	FBgn0016694	Pdp1
FBgn0016696	FBgn0016696	Pitslre
FBgn0016697	FBgn0016697	Prosalpha5
FBgn0016698	FBgn0016698	Ptpa
FBgn0016700	FBgn0285937	Rab1
FBgn0016701	FBgn0016701	Rab4
FBgn0016715	FBgn0016715	Reg-2
FBgn0016726	FBgn0016726	RpL29
FBgn0016754	FBgn0016754	sba
FBgn0016756	FBgn0016756	Usp47
FBgn0016794	FBgn0016794	dos
FBgn0016797	FBgn0016797	fz2
FBgn0016917	FBgn0016917	Stat92E
FBgn0016926	FBgn0016926	Pino
FBgn0016930	FBgn0016930	Dyrk2
FBgn0016977	FBgn0016977	spen
FBgn0016978	FBgn0016978	snRNP-U1-70K
FBgn0016983	FBgn0016983	smid
FBgn0017418	FBgn0017418	ari-1
FBgn0017429	FBgn0017429	CG5989
FBgn0017430	FBgn0017430	Nelf-E
FBgn0017457	FBgn0017457	U2af38
FBgn0017545	FBgn0017545	RpS3A
FBgn0017550	FBgn0017550	Rga
FBgn0017551	FBgn0017551	Rca1
FBgn0017558	FBgn0017558	Pdk
FBgn0017561	FBgn0017561	Ork1
FBgn0017566	FBgn0017566	ND-75
FBgn0017567	FBgn0017567	ND-23
FBgn0017572	FBgn0017572	Mo25
FBgn0017578	FBgn0017578	Max
FBgn0017579	FBgn0017579	RpL14
FBgn0017581	FBgn0017581	Lk6
FBgn0017590	FBgn0017590	klg
FBgn0019624	FBgn0019624	COX5A
FBgn0019643	FBgn0019643	AANAT1
FBgn0019644	FBgn0019644	ATPsynB
FBgn0019650	FBgn0019650	toy
FBgn0019661	FBgn0019661	lncRNA:roX1
FBgn0019662	FBgn0019662	qm
FBgn0019830	FBgn0019830	colt
FBgn0019890	FBgn0019890	Smg5
FBgn0019925	FBgn0019925	Surf4
FBgn0019929	FBgn0019929	Ser7
FBgn0019932	FBgn0019932	SamDC
FBgn0019936	FBgn0019936	RpS20
FBgn0019938	FBgn0019938	RpI1
FBgn0019940	FBgn0019940	Rh6
FBgn0019949	FBgn0019949	Cdk9
FBgn0019952	FBgn0019952	Orct
FBgn0019957	FBgn0019957	ND-42
FBgn0019960	FBgn0019960	Mitofilin
FBgn0019968	FBgn0019968	Khc-73
FBgn0019972	FBgn0019972	Drice
FBgn0019982	FBgn0019982	Gs1l
FBgn0019985	FBgn0019985	mGluR
FBgn0020018	FBgn0020018	Ppox
FBgn0020224	FBgn0020224	Cbl
FBgn0020235	FBgn0020235	ATPsyngamma
FBgn0020236	FBgn0020236	ATPCL
FBgn0020238	FBgn0020238	14-3-3epsilon
FBgn0020249	FBgn0020249	stck
FBgn0020251	FBgn0020251	sfl
FBgn0020255	FBgn0020255	Ran
FBgn0020257	FBgn0020257	Ppa
FBgn0020261	FBgn0020261	pcm
FBgn0020269	FBgn0020269	mspo
FBgn0020270	FBgn0020270	mre11
FBgn0020272	FBgn0020272	mst
FBgn0020278	FBgn0020278	loco
FBgn0020279	FBgn0020279	lig
FBgn0020294	FBgn0020294	ko
FBgn0020299	FBgn0020299	stumps
FBgn0020300	FBgn0020300	geko
FBgn0020304	FBgn0020304	drongo
FBgn0020305	FBgn0020305	dbe
FBgn0020306	FBgn0020306	dom
FBgn0020307	FBgn0020307	dve
FBgn0020309	FBgn0020309	crol
FBgn0020312	FBgn0020312	Tmtc3
FBgn0020369	FBgn0020369	Rpt6
FBgn0020370	FBgn0020370	TppII
FBgn0020372	FBgn0020372	TM4SF
FBgn0020378	FBgn0020378	Sp1
FBgn0020379	FBgn0020379	Rfx
FBgn0020381	FBgn0020381	Dredd
FBgn0020385	FBgn0020385	pug
FBgn0020386	FBgn0020386	Pdk1
FBgn0020388	FBgn0020388	Gcn5
FBgn0020389	FBgn0020389	Papss
FBgn0020392	FBgn0020392	Nmt
FBgn0020412	FBgn0020412	JIL-1
FBgn0020414	FBgn0020414	Idgf3
FBgn0020415	FBgn0020415	Idgf2
FBgn0020416	FBgn0020416	Idgf1
FBgn0020440	FBgn0020440	Fak
FBgn0020443	FBgn0020443	eRF3
FBgn0020445	FBgn0020445	E23
FBgn0020493	FBgn0020493	Dad
FBgn0020496	FBgn0020496	CtBP
FBgn0020497	FBgn0020497	emb
FBgn0020503	FBgn0020503	CLIP-190
FBgn0020510	FBgn0020510	Abi
FBgn0020513	FBgn0020513	Paics
FBgn0020521	FBgn0020521	pio
FBgn0020545	FBgn0020545	kraken
FBgn0020618	FBgn0020618	Rack1
FBgn0020620	FBgn0020620	RN-tre
FBgn0020621	FBgn0020621	Pkn
FBgn0020622	FBgn0020622	Pi3K21B
FBgn0020626	FBgn0020626	Osbp
FBgn0020637	FBgn0020637	Lcp65Ag2
FBgn0020642	FBgn0020642	Lcp65Ac
FBgn0020647	FBgn0020647	KrT95D
FBgn0020653	FBgn0020653	Trxr-1
FBgn0020655	FBgn0020655	ArfGAP1
FBgn0020660	FBgn0020660	eIF4B
FBgn0020762	FBgn0020762	Atet
FBgn0020764	FBgn0020764	Alas
FBgn0020767	FBgn0020767	Spred
FBgn0020887	FBgn0020887	Su(z)12
FBgn0020907	FBgn0020907	Scp2
FBgn0020908	FBgn0020908	Scp1
FBgn0020910	FBgn0020910	RpL3
FBgn0020930	FBgn0020930	Dgkepsilon
FBgn0021738	FBgn0021738	Crg-1
FBgn0021760	FBgn0021760	chb
FBgn0021764	FBgn0021764	sdk
FBgn0021765	FBgn0021765	scu
FBgn0021795	FBgn0021795	Tapdelta
FBgn0021796	FBgn0021796	Tor
FBgn0021800	FBgn0021800	Reph
FBgn0021814	FBgn0021814	Vps28
FBgn0021818	FBgn0286070	cnk
FBgn0021825	FBgn0021825	DCTN2-p50
FBgn0021847	FBgn0021847	Ttc7
FBgn0021856	FBgn0021856	l(2)k14505
FBgn0021872	FBgn0021872	Xbp1
FBgn0021874	FBgn0021874	Nle
FBgn0021875	FBgn0021875	Zfrp8
FBgn0021895	FBgn0021895	ytr
FBgn0021906	FBgn0021906	RFeSP
FBgn0021944	FBgn0021944	Coprox
FBgn0021967	FBgn0021967	ND-PDSW
FBgn0021979	FBgn0021979	l(2)k09913
FBgn0021995	FBgn0021995	Rs1
FBgn0022023	FBgn0022023	eIF3h
FBgn0022027	FBgn0022027	Vps25
FBgn0022029	FBgn0022029	l(2)k01209
FBgn0022069	FBgn0022069	Nnp-1
FBgn0022097	FBgn0022097	Vha36-1
FBgn0022153	FBgn0022153	l(2)k05819
FBgn0022160	FBgn0022160	Gpo1
FBgn0022224	FBgn0022224	ubl
FBgn0022238	FBgn0022238	lolal
FBgn0022288	FBgn0022288	l(2)09851
FBgn0022338	FBgn0022338	dnk
FBgn0022343	FBgn0022343	CG3760
FBgn0022344	FBgn0022344	CG10340
FBgn0022349	FBgn0022349	CG1910
FBgn0022355	FBgn0022355	Tsf1
FBgn0022359	FBgn0022359	Sodh-2
FBgn0022361	FBgn0022361	Pur-alpha
FBgn0022382	FBgn0022382	Pka-R2
FBgn0022699	FBgn0022699	D19B
FBgn0022702	FBgn0022702	Cht2
FBgn0022709	FBgn0022709	Ak1
FBgn0022710	FBgn0022710	Ac13E
FBgn0022764	FBgn0022764	Sin3A
FBgn0022768	FBgn0022768	Pp2C1
FBgn0022770	FBgn0022770	Peritrophin-A
FBgn0022774	FBgn0022774	Oat
FBgn0022787	FBgn0022787	Hel89B
FBgn0022800	FBgn0022800	Cad96Ca
FBgn0022893	FBgn0022893	Df31
FBgn0022935	FBgn0022935	D19A
FBgn0022936	FBgn0022936	CycH
FBgn0022942	FBgn0022942	Cbp80
FBgn0022943	FBgn0022943	Cbp20
FBgn0022959	FBgn0022959	yps
FBgn0022960	FBgn0022960	vimar
FBgn0022984	FBgn0022984	qkr58E-3
FBgn0022985	FBgn0022985	qkr58E-2
FBgn0022986	FBgn0022986	qkr58E-1
FBgn0022987	FBgn0022987	qkr54B
FBgn0023023	FBgn0023023	CRMP
FBgn0023081	FBgn0023081	gek
FBgn0023083	FBgn0023083	fray
FBgn0023094	FBgn0023094	cyc
FBgn0023095	FBgn0023095	caps
FBgn0023129	FBgn0023129	aay
FBgn0023143	FBgn0023143	Uba1
FBgn0023169	FBgn0023169	AMPKalpha
FBgn0023170	FBgn0023170	RpL39
FBgn0023171	FBgn0023171	rnh1
FBgn0023172	FBgn0023172	RhoGEF2
FBgn0023174	FBgn0023174	Prosbeta2
FBgn0023175	FBgn0023175	Prosalpha7
FBgn0023177	FBgn0023177	Pp4-19C
FBgn0023178	FBgn0023178	Pdf
FBgn0023179	FBgn0023179	amon
FBgn0023212	FBgn0023212	EloB
FBgn0023213	FBgn0023213	eIF4G1
FBgn0023214	FBgn0023214	edl
FBgn0023215	FBgn0023215	Mnt
FBgn0023388	FBgn0023388	Dap160
FBgn0023407	FBgn0023407	B4
FBgn0023416	FBgn0023416	Ac3
FBgn0023441	FBgn0023441	fus
FBgn0023458	FBgn0023458	Rbcn-3A
FBgn0023477	FBgn0023477	Taldo
FBgn0023479	FBgn0023479	teq
FBgn0023489	FBgn0023489	Pph13
FBgn0023506	FBgn0023506	Es2
FBgn0023507	FBgn0023507	D2hgdh
FBgn0023508	FBgn0023508	Ocrl
FBgn0023510	FBgn0023510	Rbcn-3B
FBgn0023511	FBgn0023511	Edem1
FBgn0023512	FBgn0023512	eIF2Bepsilon
FBgn0023514	FBgn0023514	CG14805
FBgn0023516	FBgn0023516	Pex5
FBgn0023517	FBgn0023517	Pgam5
FBgn0023519	FBgn0023519	mRpL16
FBgn0023521	FBgn0023521	CG3587
FBgn0023522	FBgn0023522	CG11596
FBgn0023524	FBgn0023524	CG3078
FBgn0023525	FBgn0023525	CG3191
FBgn0023526	FBgn0023526	CG2865
FBgn0023528	FBgn0023528	CG2924
FBgn0023529	FBgn0023529	CG2918
FBgn0023531	FBgn0023531	CG32809
FBgn0023534	FBgn0023534	CG17778
FBgn0023536	FBgn0023536	CG3156
FBgn0023537	FBgn0023537	CG17896
FBgn0023540	FBgn0023540	CG3630
FBgn0023542	FBgn0023542	Nmd3
FBgn0023545	FBgn0023545	PIG-K
FBgn0024150	FBgn0024150	Ac78C
FBgn0024183	FBgn0024183	vig
FBgn0024187	FBgn0024187	syd
FBgn0024188	FBgn0024188	san
FBgn0024189	FBgn0024189	sns
FBgn0024196	FBgn0024196	robl
FBgn0024222	FBgn0024222	IKKbeta
FBgn0024232	FBgn0024232	gprs
FBgn0024234	FBgn0024234	gbb
FBgn0024236	FBgn0024236	foi
FBgn0024238	FBgn0024238	Fim
FBgn0024244	FBgn0024244	drm
FBgn0024245	FBgn0024245	dnt
FBgn0024248	FBgn0024248	chico
FBgn0024273	FBgn0024273	WASp
FBgn0024277	FBgn0024277	trio
FBgn0024285	FBgn0024285	Srp54
FBgn0024291	FBgn0024291	Sirt1
FBgn0024293	FBgn0024293	Spn43Ab
FBgn0024314	FBgn0024314	Plap
FBgn0024315	FBgn0024315	Picot
FBgn0024320	FBgn0024320	Npc1a
FBgn0024321	FBgn0024321	NK7.1
FBgn0024326	FBgn0024326	Mkk4
FBgn0024329	FBgn0024329	Mekk1
FBgn0024330	FBgn0024330	MED6
FBgn0024352	FBgn0024352	Stip1
FBgn0024360	FBgn0024360	MTPAP
FBgn0024362	FBgn0024362	Naa30A
FBgn0024364	FBgn0024364	CG11417
FBgn0024365	FBgn0024365	CG12773
FBgn0024371	FBgn0024371	E2f2
FBgn0024432	FBgn0024432	Dlc90F
FBgn0024491	FBgn0024491	Bin1
FBgn0024509	FBgn0024509	Sec13
FBgn0024542	FBgn0024542	Neos
FBgn0024555	FBgn0024555	flfl
FBgn0024556	FBgn0024556	mEFTu1
FBgn0024558	FBgn0024558	Dph5
FBgn0024689	FBgn0024689	fws
FBgn0024728	FBgn0024728	Slip1
FBgn0024732	FBgn0024732	Drep1
FBgn0024733	FBgn0024733	RpL10
FBgn0024754	FBgn0024754	Flo1
FBgn0024804	FBgn0024804	Dbp80
FBgn0024806	FBgn0024806	DIP2
FBgn0024807	FBgn0024807	DIP1
FBgn0024811	FBgn0024811	Crk
FBgn0024814	FBgn0024814	Clc
FBgn0024833	FBgn0024833	AP-1mu
FBgn0024836	FBgn0024836	stan
FBgn0024841	FBgn0024841	Pcd
FBgn0024887	FBgn0024887	kin17
FBgn0024889	FBgn0024889	Kap-alpha1
FBgn0024909	FBgn0024909	Taf7
FBgn0024913	FBgn0024913	Actbeta
FBgn0024921	FBgn0024921	Tnpo
FBgn0024941	FBgn0024941	RSG7
FBgn0024943	FBgn0024943	PIP82
FBgn0024944	FBgn0024944	Oamb
FBgn0024947	FBgn0024947	NTPase
FBgn0024956	FBgn0024956	Mat1
FBgn0024957	FBgn0024957	Irp-1B
FBgn0024958	FBgn0024958	Irp-1A
FBgn0024963	FBgn0024963	GluClalpha
FBgn0024973	FBgn0024973	CG2701
FBgn0024980	FBgn0024980	Syx4
FBgn0024983	FBgn0024983	CG4293
FBgn0024985	FBgn0024985	Rilpl
FBgn0024986	FBgn0024986	CG3719
FBgn0024987	FBgn0024987	ssx
FBgn0024992	FBgn0024992	Spg7
FBgn0024994	FBgn0024994	Ugalt
FBgn0024995	FBgn0024995	CG2680
FBgn0024996	FBgn0024996	eIF2Bbeta
FBgn0024997	FBgn0024997	CG2681
FBgn0024998	FBgn0024998	CG2685
FBgn0025186	FBgn0025186	ari-2
FBgn0025286	FBgn0285949	RpL31
FBgn0025335	FBgn0025335	Cpes
FBgn0025336	FBgn0025336	CG4882
FBgn0025352	FBgn0025352	Mtpbeta
FBgn0025360	FBgn0025360	Optix
FBgn0025366	FBgn0025366	Ip259
FBgn0025373	FBgn0025373	Fpps
FBgn0025382	FBgn0025382	Rab27
FBgn0025390	FBgn0025390	Mur2B
FBgn0025394	FBgn0025394	inc
FBgn0025454	FBgn0025454	Cyp6g1
FBgn0025455	FBgn0025455	CycT
FBgn0025456	FBgn0025456	CREG
FBgn0025463	FBgn0025463	Bap60
FBgn0025469	FBgn0025469	slv
FBgn0025519	FBgn0025519	fidipidine
FBgn0025525	FBgn0025525	bab2
FBgn0025549	FBgn0025549	unc-119
FBgn0025558	FBgn0025558	CG4101
FBgn0025571	FBgn0025571	SF1
FBgn0025574	FBgn0025574	Pli
FBgn0025582	FBgn0025582	eIF3e
FBgn0025583	FBgn0025583	BomS2
FBgn0025592	FBgn0025592	Gk1
FBgn0025595	FBgn0025595	AkhR
FBgn0025608	FBgn0025608	Faf2
FBgn0025615	FBgn0025615	Torsin
FBgn0025620	FBgn0025620	CG13360
FBgn0025621	FBgn0025621	CG16989
FBgn0025624	FBgn0025624	CG4025
FBgn0025625	FBgn0025625	Sik2
FBgn0025626	FBgn0025626	CG4281
FBgn0025628	FBgn0025628	CG4199
FBgn0025629	FBgn0025629	CG4045
FBgn0025630	FBgn0025630	Rtca
FBgn0025631	FBgn0025631	moody
FBgn0025633	FBgn0025633	CG13366
FBgn0025634	FBgn0025634	CG13367
FBgn0025635	FBgn0025635	CG17829
FBgn0025637	FBgn0025637	SkpA
FBgn0025638	FBgn0025638	Roc1a
FBgn0025639	FBgn0025639	Hmt4-20
FBgn0025640	FBgn0025640	CG13369
FBgn0025641	FBgn0025641	DAAM
FBgn0025643	FBgn0025643	CG3588
FBgn0025674	FBgn0025674	CycK
FBgn0025676	FBgn0025676	CkIIalpha-i3
FBgn0025678	FBgn0025678	CaBP1
FBgn0025680	FBgn0025680	cry
FBgn0025681	FBgn0025681	CG3558
FBgn0025682	FBgn0025682	scf
FBgn0025683	FBgn0025683	CG3164
FBgn0025684	FBgn0025684	MFS18
FBgn0025687	FBgn0286198	LKRSDH
FBgn0025693	FBgn0025693	ZnT41F
FBgn0025697	FBgn0025697	santa-maria
FBgn0025700	FBgn0025700	CG5885
FBgn0025702	FBgn0025702	Srpk79D
FBgn0025712	FBgn0025712	CG13920
FBgn0025716	FBgn0025716	Bap55
FBgn0025720	FBgn0025720	Ate1
FBgn0025724	FBgn0025724	beta'COP
FBgn0025725	FBgn0025725	alphaCOP
FBgn0025726	FBgn0025726	unc-13
FBgn0025740	FBgn0025740	PlexB
FBgn0025741	FBgn0025741	PlexA
FBgn0025742	FBgn0025742	mtm
FBgn0025743	FBgn0025743	mbt
FBgn0025777	FBgn0025777	homer
FBgn0025790	FBgn0025790	TBPH
FBgn0025800	FBgn0025800	Smox
FBgn0025802	FBgn0025802	Sbf
FBgn0025809	FBgn0025809	Paf-AHalpha
FBgn0025820	FBgn0025820	JTBR
FBgn0025827	FBgn0025827	CG6421
FBgn0025833	FBgn0025833	CG8910
FBgn0025836	FBgn0025836	RhoGAP1A
FBgn0025839	FBgn0025839	ND-B14.5A
FBgn0025864	FBgn0025864	Crag
FBgn0025865	FBgn0025865	Cortactin
FBgn0025866	FBgn0025866	CalpB
FBgn0025874	FBgn0025874	Meics
FBgn0025878	FBgn0025878	wrapper
FBgn0025879	FBgn0025879	Timp
FBgn0025885	FBgn0025885	Inos
FBgn0025936	FBgn0025936	Eph
FBgn0026015	FBgn0026015	Top3beta
FBgn0026056	FBgn0026056	Rlip
FBgn0026059	FBgn0026059	Mhcl
FBgn0026061	FBgn0026061	Mipp1
FBgn0026076	FBgn0026076	UBL3
FBgn0026077	FBgn0026077	Gasp
FBgn0026079	FBgn0026079	Nsun2
FBgn0026083	FBgn0026083	tyf
FBgn0026084	FBgn0026084	cib
FBgn0026086	FBgn0026086	Adar
FBgn0026088	FBgn0026088	CG14818
FBgn0026089	FBgn0026089	CG14817
FBgn0026090	FBgn0026090	CG14812
FBgn0026147	FBgn0026147	TTLL4A
FBgn0026148	FBgn0026148	CG12253
FBgn0026160	FBgn0026160	tna
FBgn0026179	FBgn0026179	siz
FBgn0026181	FBgn0026181	Rok
FBgn0026189	FBgn0026189	promL
FBgn0026192	FBgn0026192	par-6
FBgn0026197	FBgn0026197	lncRNA:noe
FBgn0026199	FBgn0026199	myo
FBgn0026206	FBgn0026206	mei-P26
FBgn0026207	FBgn0026207	mbo
FBgn0026238	FBgn0026238	gus
FBgn0026239	FBgn0026239	gukh
FBgn0026250	FBgn0026250	eIF1A
FBgn0026252	FBgn0026252	msk
FBgn0026259	FBgn0026259	eIF5B
FBgn0026261	FBgn0026261	bonsai
FBgn0026262	FBgn0026262	bip2
FBgn0026268	FBgn0026268	antdh
FBgn0026313	FBgn0026313	X11L
FBgn0026314	FBgn0026314	Ugt35B1
FBgn0026316	FBgn0026316	Ubc10
FBgn0026317	FBgn0026317	Tsc1
FBgn0026319	FBgn0026319	Traf4
FBgn0026323	FBgn0026323	Tak1
FBgn0026324	FBgn0026324	Taf10b
FBgn0026326	FBgn0026326	Mad1
FBgn0026369	FBgn0026369	Sara
FBgn0026370	FBgn0286813	SRPK
FBgn0026372	FBgn0026372	RpL23A
FBgn0026373	FBgn0026373	Rpb3
FBgn0026374	FBgn0026374	Rhp
FBgn0026375	FBgn0026375	RhoGAPp190
FBgn0026376	FBgn0026376	Rgl
FBgn0026379	FBgn0026379	Pten
FBgn0026380	FBgn0026380	Prosbeta3
FBgn0026400	FBgn0026400	Noa36
FBgn0026401	FBgn0026401	Nipped-B
FBgn0026402	FBgn0026402	NiPp1
